[39.0, 1, 0, 0, 0, 1, 0, 0.903871620912219, 0]
[23.0, 0, 0, 0, 0, 0, 0, 1.6658878411391347, 1]
[50.0, 0, 0, 0, 1, 1, 2, 1.5478393552885863, 0]
[46.0, 0, 1, 0, 0, 0, 0, 395.35251007921033, 0]
[36.0, 1, 1, 0, 0, 1, 1, 1.3578437782097603, 1]
[27.0, 0, 0, 0, 1, 1, 0, 1.9405951111997144, 0]
[36.0, 0, 0, 0, 0, 1, 0, 2.3408107940445486, 0]
[41.0, 1, 1, 0, 1, 0, 1, 2.4874219652417557, 0]
[21.0, 0, 0, 0, 1, 0, 2, 393.0145680898451, 1]
[39.0, 0, 1, 0, 0, 0, 1, 1.6165582082991712, 0]
[24.0, 0, 0, 0, 0, 1, 0, 0.6354806427941266, 0]
[34.0, 1, 1, 0, 0, 1, 0, 2.779193830547232, 1]
[18.0, 0, 0, 0, 0, 1, 0, 2.716948342019763, 0]
[39.0, 0, 1, 0, 0, 0, 0, 4.101650447283196, 0]
[43.0, 0, 1, 0, 0, 1, 0, 1.7503771839288924, 1]
[30.0, 0, 0, 0, 1, 1, 0, 6.011519512160308, 0]
[35.0, 0, 0, 0, 0, 1, 1, 393.98933887121876, 0]
[27.0, 1, 1, 0, 0, 0, 2, 0.0, 0]
[30.0, 0, 0, 0, 0, 0, 1, 6.894989070709401, 1]
[33.0, 0, 1, 0, 0, 1, 1, 1.9387083793083137, 1]
[24.0, 0, 1, 0, 0, 0, 1, 1.4285388689627172, 0]
[49.0, 0, 1, 0, 0, 0, 3, 1.112549648777106, 1]
[34.0, 0, 0, 0, 0, 1, 0, 0.11266620163116545, 0]
[38.0, 0, 1, 0, 0, 0, 0, 2.537237484200118, 0]
[50.0, 0, 0, 0, 0, 1, 3, 0.0, 1]
[29.0, 0, 0, 0, 0, 1, 2, 0.39323555466056687, 0]
[43.0, 0, 1, 0, 0, 0, 0, 2.840018871976649, 0]
[41.0, 0, 0, 0, 0, 0, 0, 0.23135230624396838, 1]
[48.0, 1, 1, 0, 0, 1, 0, 5.680641739294755, 1]
[39.0, 0, 0, 0, 0, 1, 0, 0.985381779786966, 0]
[31.0, 0, 1, 0, 1, 0, 2, 3.5444625374880108, 0]
[33.0, 0, 1, 0, 1, 0, 1, 1.7503771839288924, 0]
[25.0, 0, 0, 0, 0, 0, 1, 7.983031132765969, 1]
[47.0, 1, 1, 0, 0, 0, 0, 1.28673877924451, 0]
[18.0, 0, 0, 0, 0, 1, 0, 392.50041425216915, 0]
[20.0, 0, 1, 0, 0, 0, 3, 1.8316854770147224, 0]
[24.0, 0, 1, 0, 0, 1, 1, 1.5348642328252602, 0]
[28.0, 0, 1, 0, 0, 0, 0, 0.958644194712378, 0]
[39.0, 0, 1, 0, 0, 0, 0, 395.5234206930369, 0]
[27.0, 0, 0, 0, 0, 1, 0, 0.0, 0]
[32.0, 1, 0, 0, 0, 0, 1, 1.5671757166424196, 1]
[47.0, 0, 0, 0, 0, 0, 0, 1.4315016936354363, 1]
[28.0, 0, 0, 0, 0, 1, 2, 0.5210079338548577, 0]
[34.0, 0, 0, 0, 0, 1, 2, 5.58575165268552, 0]
[39.0, 1, 1, 0, 0, 1, 2, 2.3975095300558418, 1]
[25.0, 0, 0, 0, 0, 0, 1, 1.4566744393656599, 1]
[47.0, 0, 1, 0, 0, 0, 1, 3.827037352901845, 0]
[30.0, 0, 1, 0, 0, 1, 0, 3.1738248290896456, 1]
[48.0, 0, 1, 0, 0, 0, 2, 2.0084377357260994, 0]
[24.0, 0, 1, 0, 0, 1, 0, 0.6016591804039428, 0]
[32.0, 0, 0, 0, 0, 0, 0, 2.4753018810292833, 1]
[47.0, 0, 0, 0, 1, 1, 2, 4.509468724476547, 0]
[27.0, 0, 0, 0, 0, 0, 0, 0.958644194712378, 1]
[18.0, 1, 0, 0, 0, 0, 1, 3.636835703042761, 0]
[26.0, 0, 1, 0, 1, 1, 0, 1.2542433027317033, 0]
[49.0, 0, 0, 0, 0, 1, 0, 0.7631233997735811, 0]
[32.0, 0, 0, 0, 0, 0, 0, 1.6819661866661288, 1]
[27.0, 0, 0, 0, 1, 1, 3, 0.9895671939247753, 1]
[42.0, 0, 1, 0, 0, 0, 1, 1.6102601296441843, 0]
[49.0, 1, 1, 0, 0, 0, 1, 1.5668353500940722, 0]
[36.0, 0, 1, 0, 0, 1, 0, 2.1807959162140387, 1]
[20.0, 0, 1, 0, 0, 1, 0, 1.8500406932641655, 0]
[36.0, 0, 1, 0, 0, 0, 1, 0.5107600940486008, 0]
[35.0, 0, 1, 0, 0, 0, 1, 3.916313446762209, 0]
[41.0, 0, 0, 0, 1, 0, 1, 1.2264976008998127, 1]
[24.0, 1, 0, 0, 0, 0, 1, 1.4933249699766824, 1]
[18.0, 0, 1, 0, 1, 1, 2, 1.910881162178561, 0]
[32.0, 0, 0, 0, 0, 1, 0, 4.266135755709836, 0]
[21.0, 1, 1, 0, 1, 1, 0, 1.7877472245928476, 1]
[49.0, 0, 1, 0, 0, 0, 0, 1.4669741772254714, 0]
[41.0, 1, 1, 0, 0, 1, 1, 1.8572678788438906, 1]
[40.0, 0, 1, 0, 0, 1, 0, 1.4954297961774652, 1]
[32.0, 1, 0, 0, 0, 1, 0, 2.010417719633527, 0]
[48.0, 0, 1, 0, 0, 0, 1, 0.0, 0]
[50.0, 0, 0, 0, 0, 1, 0, 0.8221835254468639, 0]
[48.0, 0, 0, 0, 1, 0, 1, 1.2712366346174713, 1]
[50.0, 0, 0, 0, 0, 0, 0, 0.5722836911174591, 1]
[22.0, 0, 1, 0, 0, 0, 0, 1.2408363057013576, 0]
[41.0, 0, 0, 0, 0, 0, 0, 2.264583381750772, 1]
[49.0, 0, 0, 0, 1, 1, 0, 395.34169164467875, 0]
[28.0, 0, 1, 0, 0, 0, 1, 4.291518937937979, 0]
[19.0, 1, 0, 0, 0, 0, 3, 2.8967129529916944, 0]
[26.0, 0, 1, 0, 0, 1, 1, 6.269706766667656, 1]
[28.0, 0, 1, 0, 0, 1, 1, 0.3830132664291067, 1]
[21.0, 0, 0, 0, 0, 1, 2, 3.1738248290896456, 0]
[50.0, 0, 1, 0, 0, 0, 0, 1.3536306866214876, 0]
[42.0, 0, 1, 0, 0, 1, 1, 1.2094954922233663, 1]
[27.0, 0, 0, 0, 1, 1, 0, 5.641489438932564, 0]
[18.0, 0, 1, 0, 1, 1, 1, 0.8221835254468639, 0]
[21.0, 0, 1, 0, 0, 1, 0, 1.5862162470514414, 0]
[28.0, 0, 0, 0, 0, 0, 1, 0.6322313135915397, 1]
[27.0, 0, 0, 0, 1, 1, 2, 0.28306692991488075, 0]
[37.0, 1, 1, 0, 0, 1, 1, 2.264583381750772, 1]
[26.0, 1, 0, 0, 0, 0, 0, 1.385492918444534, 1]
[31.0, 0, 0, 0, 0, 0, 1, 0.8258296152078826, 1]
[20.0, 1, 1, 0, 0, 0, 0, 5.680641739294755, 0]
